,fips,year,MeanLifeExpectency,Estimated
0,1001,2019,76.59326514,75.04733705209983
1,1003,2019,78.29352234,77.07787898167152
2,1005,2019,74.81453209,75.0072237571717
3,1007,2019,73.9200538,74.80036496563382
4,1009,2019,75.02918555,74.70917667861856
5,1011,2019,73.94932889,74.35026694130099
6,1013,2019,74.1389189,74.49225655483043
7,1015,2019,73.56290669,74.3306045039794
8,1017,2019,74.70264642,75.330862171004
9,1019,2019,74.61315029,74.72524580195838
10,1021,2019,74.58596981,75.20771010824208
11,1023,2019,74.62843559,74.2645670419583
12,1025,2019,75.09994349,73.9484275355246
13,1027,2019,74.70194898,74.99526784829118
14,1029,2019,74.75586384,74.718712108186
15,1031,2019,76.39972647,75.43763725010746
16,1033,2019,74.53317896,74.18609965165973
17,1035,2019,73.88417682,74.14387264691119
18,1037,2019,75.73848145,75.58557515064436
19,1039,2019,74.21158951,74.47856550213345
20,1041,2019,74.35480481,74.68949185223919
21,1043,2019,74.56265406,74.60434753880293
22,1045,2019,75.58183682,75.33775346697938
23,1047,2019,72.47625241,73.27657563893618
24,1049,2019,74.94324979,74.90079858345176
25,1051,2019,76.21585678,75.62460624224627
26,1053,2019,73.31316878,74.2028663444416
27,1055,2019,73.36049263,74.17522334263982
28,1057,2019,74.0421749,74.31944799524832
29,1059,2019,74.06617034,74.24709612912098
30,1061,2019,74.39813555,74.52903360815257
31,1063,2019,74.05441806,74.45178346330277
32,1065,2019,74.19538089,74.26166119611088
33,1067,2019,75.64474004,74.77635346908347
34,1069,2019,76.24303253,75.36230508133558
35,1071,2019,73.68285533,75.03510805211364
36,1073,2019,74.86215418,75.33614699898796
37,1075,2019,74.86831492,74.81539148515976
38,1077,2019,76.29694054,74.72317048874883
39,1079,2019,74.04502274,74.27048587429123
40,1081,2019,77.91395767,76.86346113101892
41,1083,2019,77.66758285,76.29507339036638
42,1085,2019,72.07411817,73.69878915819791
43,1087,2019,73.25760325,74.2969414044367
44,1089,2019,77.76419162,75.4950665569289
45,1091,2019,73.52543475,74.05783274272915
46,1093,2019,74.62586958,74.376314396531
47,1095,2019,74.58778635,74.77337432645395
48,1097,2019,75.33680609,76.06194703119101
49,1099,2019,75.127077,74.30207981417735
50,1101,2019,76.42162755,75.39315617890347
51,1103,2019,75.48636353,75.23094122573883
52,1105,2019,73.17425321,73.64734487631524
53,1107,2019,74.81424484,74.7640564752452
54,1109,2019,75.24221686,75.07180972510442
55,1111,2019,74.64019837,74.88508117982192
56,1113,2019,73.81797828,75.3415482679545
57,1115,2019,75.25538956,74.82828264294594
58,1117,2019,80.46419381,76.9658280579949
59,1119,2019,74.98046194,74.57310575882698
60,1121,2019,73.86959963,74.88736966884765
61,1123,2019,75.17408485,75.28056106536553
62,1125,2019,76.68898935,75.88592859299108
63,1127,2019,70.6271115,72.99306845731002
64,1129,2019,74.83651498,74.28848715511712
65,1131,2019,71.87080914,73.25677189782166
66,1133,2019,74.94014761,74.34939472464019
67,4001,2019,72.32845483,75.32154204137176
68,4003,2019,77.77950138,77.39486273533029
69,4005,2019,78.79049043,78.15940764332589
70,4007,2019,74.34783367,75.95173440503817
71,4009,2019,77.20679234,76.81049726494824
72,4011,2019,78.4893303,77.9337877852499
73,4013,2019,79.7635827,78.88688760129995
