,fips,year,MeanLifeExpectency,Estimated
0,1001,2010,75.72848935,74.89274424822328
1,1003,2010,77.82660774,77.16483045580506
2,1005,2010,75.84197335,75.37497766184913
3,1007,2010,73.70543191,75.2856498133134
4,1009,2010,75.75340734,75.0401142001989
5,1011,2010,74.18785554,74.31974840989743
6,1013,2010,73.79427475,74.34434741227206
7,1015,2010,73.71411381,74.23788031534312
8,1017,2010,74.21140886,75.51022893843584
9,1019,2010,74.93924549,74.73942488689073
10,1021,2010,74.11965042,74.83108883351434
11,1023,2010,75.03655825,74.55084874803009
12,1025,2010,75.46885284,74.51088941264581
13,1027,2010,74.63753607,74.97558164565858
14,1029,2010,74.10980637,74.35264183274165
15,1031,2010,76.67537377,75.72224231310169
16,1033,2010,75.05279712,75.13052690452783
17,1035,2010,74.29115861,74.56496817811433
18,1037,2010,75.22649599,75.35179781744881
19,1039,2010,74.98762066,74.81124186697409
20,1041,2010,74.41344671,74.88042524318513
21,1043,2010,75.06151311,75.00539200619195
22,1045,2010,76.3776327,75.83389520153693
23,1047,2010,72.19489462,73.31252573374891
24,1049,2010,74.93268787,75.07996535243679
25,1051,2010,76.05498358,75.49445076398894
26,1053,2010,74.07253395,74.40499614403657
27,1055,2010,73.39969086,74.4256973804622
28,1057,2010,74.0149768,74.50703517785138
29,1059,2010,73.7394411,74.89448841927026
30,1061,2010,75.41729582,75.25281703056147
31,1063,2010,74.86852307,74.59473958240693
32,1065,2010,73.99661806,74.26072130605014
33,1067,2010,75.72464774,75.54392887688465
34,1069,2010,76.57379048,75.63415355293857
35,1071,2010,74.05630448,75.01466596121836
36,1073,2010,74.78205328,75.5166063731794
37,1075,2010,74.69330664,74.92036403979462
38,1077,2010,76.60780536,75.60381028119232
39,1079,2010,74.43212911,74.91139148919798
40,1081,2010,77.31420747,76.0271906034034
41,1083,2010,77.35492498,76.08708139535169
42,1085,2010,72.66253829,73.40546910331044
43,1087,2010,73.37666394,74.26478607532242
44,1089,2010,77.68127364,75.56594310623728
45,1091,2010,74.71868455,74.36383471924015
46,1093,2010,74.27627245,74.63643233390549
47,1095,2010,74.43033215,74.90206979122718
48,1097,2010,74.84901003,75.27702491297791
49,1099,2010,74.82099303,74.44531104473563
50,1101,2010,75.90034609,75.25049792007081
51,1103,2010,75.83473709,75.61751753591427
52,1105,2010,72.25444463,73.92514380897909
53,1107,2010,74.43577342,74.87955177555452
54,1109,2010,75.12649567,74.8538818387998
55,1111,2010,74.40910512,74.94967411781919
56,1113,2010,74.01053582,74.54143866529839
57,1115,2010,75.06328303,74.75992416482705
58,1117,2010,79.36059422,76.82459333594286
59,1119,2010,74.79215721,74.96538540400044
60,1121,2010,73.68825472,75.65957399188882
61,1123,2010,75.07743571,75.52371147527597
62,1125,2010,75.88620202,75.40919496853348
63,1127,2010,71.17238091,73.66401262880473
64,1129,2010,74.9165994,74.64548340621103
65,1131,2010,72.22270204,73.34460437082278
66,1133,2010,74.43515857,74.75115046491176
67,4001,2010,73.90845409,76.25635077593833
68,4003,2010,78.51580982,78.73488341067655
69,4005,2010,78.87939185,78.1786780359103
70,4007,2010,75.44377567,77.11323344014146
71,4009,2010,77.2691124,77.45691171651313
72,4011,2010,78.67171216,77.90080300597006
73,4013,2010,79.92883619,79.44946201146429
74,4015,2010,75.54479462,78.94488609428805
75,4017,2010,75.37342685,76.40687131867033
76,4019,2010,79.12574296,79.57371519899148
77,4021,2010,80.35039163,79.59043854803218
78,4023,2010,81.66526969,79.79292957292151
79,4025,2010,78.66397681,78.3588057379369
80,4012,2010,81.23794199,78.85782902159896
81,4027,2010,81.23794199,79.26621685310768
82,5001,2010,74.19185266,74.01584612686518
83,5003,2010,74.87574422,74.856839617776
84,5005,2010,76.26199002,76.11718624262399
85,5007,2010,79.71060335,77.925556739602
86,5009,2010,77.03221049,76.88089547497064
87,5011,2010,74.20512649,74.60919652100844
88,5013,2010,75.19838594,74.87958753891502
89,5015,2010,77.38636906,77.36037235485502
90,5017,2010,74.13822236,73.57586346585765
91,5019,2010,75.67080179,74.96614448948304
92,5021,2010,74.11882507,74.54679424851125
93,5023,2010,76.78706477,76.11015781085692
94,5025,2010,75.60672011,74.93411384719501
95,5027,2010,74.71549216,75.02035124976388
96,5029,2010,75.64628348,75.6896158966471
97,5031,2010,75.99708585,75.3630289133716
98,5033,2010,75.85903919,75.94140076105434
99,5035,2010,72.79068731,74.00977982511797
100,5037,2010,73.9021561,74.36798642962272
101,5039,2010,73.99727078,74.80953150086727
102,5041,2010,73.66353727,73.18315256423735
103,5043,2010,76.0491457,74.05540916992167
104,5045,2010,77.04286382,76.32709091455044
105,5047,2010,75.54582633,75.70153107537692
106,5049,2010,75.715707,75.61769333537178
107,5051,2010,75.35657934,75.66039519968704
108,5053,2010,75.97189939,75.60561237069561
109,5055,2010,74.65197653,74.95189344491327
110,5057,2010,75.57784911,75.27774022263684
111,5059,2010,75.35053824,75.40924490548478
112,5061,2010,74.32566518,74.93784458559419
113,5063,2010,75.60911048,75.62295785053671
114,5065,2010,75.78914791,75.97704408325755
115,5067,2010,73.99373235,74.8943215497269
116,5069,2010,74.26855163,74.24260828573361
117,5071,2010,76.32668162,76.15711306381392
118,5073,2010,74.33449745,74.96195123018099
119,5075,2010,74.44063612,74.88563178011347
120,5077,2010,73.75287838,73.30042385745163
121,5079,2010,75.99470712,74.34442860317445
122,5081,2010,74.72925627,74.7377171209166
123,5083,2010,75.18627354,75.64777085924871
124,5085,2010,75.56654066,75.92603690547357
125,5087,2010,75.85649538,76.88810560242824
126,5089,2010,76.15988313,76.28850583511301
127,5091,2010,75.35800865,75.1665534133848
128,5093,2010,72.3743643,73.57715344315206
129,5095,2010,73.66396698,73.54229368550294
130,5097,2010,76.48573805,75.85929609192125
131,5099,2010,74.43850572,74.72276678286427
132,5101,2010,77.18725491,76.75949828296999
133,5103,2010,73.84667448,74.56751973343141
134,5105,2010,75.44361827,75.6591500160793
135,5107,2010,71.66324395,72.28025846936339
136,5109,2010,75.46419831,75.16394033316251
137,5111,2010,72.16301355,75.06487054505533
138,5113,2010,75.44138397,75.37704192206323
139,5115,2010,76.85600574,76.18307128869787
140,5117,2010,75.75701849,75.50953368384786
141,5119,2010,76.22183807,76.17218934110753
142,5121,2010,75.37342965,75.0600382990593
143,5123,2010,74.22453825,73.86089355255059
144,5125,2010,77.85935059,76.56119861187521
145,5127,2010,75.52740015,75.44969113452852
146,5129,2010,76.16333438,76.14669607370901
147,5131,2010,76.24426605,75.64418527218027
148,5133,2010,75.11854381,75.17733682045314
149,5135,2010,75.05139672,75.30097367757517
150,5137,2010,76.71861185,76.24118327056985
151,5139,2010,73.61166301,74.5686496442627
152,5141,2010,76.82793553,76.33132140838181
153,5143,2010,77.88312729,76.85642985184495
154,5145,2010,75.77960085,75.70149219509787
155,5147,2010,73.26820072,74.89810002080281
156,5149,2010,74.84205097,75.53146089574985
157,6001,2010,81.17994128,81.44727717136261
158,6003,2010,78.99354491,78.6190058463299
159,6005,2010,79.33248812,79.09647051335476
160,6007,2010,77.84637197,78.4134775524752
161,6009,2010,79.77166652,79.71681751460272
162,6011,2010,79.95019139,79.05168201647498
163,6013,2010,81.21988067,80.77565595420268
164,6015,2010,75.88817543,78.14894910516925
165,6017,2010,80.92085571,80.3823829416849
166,6019,2010,78.52845927,78.59081273020588
167,6021,2010,78.19531434,78.52709732323946
168,6023,2010,76.88031064,77.39388192499881
169,6025,2010,80.55342765,79.84964977949836
170,6027,2010,78.75289252,78.42464714691879
